"ResponseId","Q8_1","Q8_2","Q8_3","Q8_4","Q8_5","Q8_6","Q8_7","Q8_8","Q8_9","Q8_10","Q8_11","Q8_12","Q8_13","Q8_14","Q8_15","Q9_1","Q9_2","Q9_3","Q9_4","Q9_5","Q9_6","Q9_7","Q9_8","Q9_9","Q9_10","Q9_11","Q9_12","Q9_13","Q9_14","Q9_15","Q10","Q11","Q12","Q13","Q14","Q15_1","Q16","Q17","Q18","writing"
"R_1XHGLK9erG1LlMF",4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,4,4,3,6,6,6,5,5,5,5,5,3,"Man",19,"White","1","Roman Catholic ",1,"Finance",7,8,"I think that Syria's use of chemical weapons are highly inhumane. Chemical weapons being a large component of WWI, provided extremely painful and horrific deaths. With Syria's use of them, much of the same is occurring, as people are dying very painful, awful deaths. I agree with what the United States is doing about the matter. The choices the United States have made on the subject are what i think is best for the situation."
"R_7QFlVBAAU1pL0u9",5,4,5,2,2,6,4,4,4,5,2,6,6,1,6,3,6,5,5,6,2,6,6,6,6,3,6,2,3,4,"Woman",20,NA,"43","Christian ",2,"Athletic Training ",4,5,"I am very against abortion, I feel that it is very wrong in many ways. Not only are you killing a baby you are taking away a chance for a couple whom can not have children the chance to become parents. My reasons for this is because I feel like it is murder, just because the baby hasn't been born yet does not give someone the right to terminate it under any circumstances. I do see in the eyes of the women who have gotten raped or something along those lines and get pregnant, and I see where they are coming from when they would want to get an abortion, because of the unplanned and horrible accident that has happened but I do not think that it would give them or a doctor the right to terminate the baby. In other cases where couples just had unprotected sex and become pregnant and they feel like they can not take care of the baby or nor do they want the baby I feel like they should go along with the pregnancy and then put the child up for adoption. I know of many couples that cannot get pregnant and would like to adopt babies. I feel that if you are mature enough to have sex then you should be mature enough to take responsibility with your actions if you were to become pregnant and that should never be by termination of the baby, under any means. , , "
"R_cTn2bhuqInBSHbL",2,2,2,2,2,4,4,3,3,3,3,4,4,2,6,6,6,5,5,6,1,4,6,4,6,6,4,4,4,6,"Woman",18,NA,"12","Christian",1,"English Education",6,6,"As a Christian, I believe that abortion is wrong. This is a subject that comes up at lot in our world. I am a woman. I understand the issues associated with rape and pregnancy following rape. I understand the difficulty of unplanned pregnancy, but I believe that there are much better options available than to abort the pregnancy. I believe in life at conception, so to personally accept abortion from my point of view would be to accept murder. I respect women and their rights, but I also respect the rights unborn children. I do not agree with abortion as a solution to unplanned pregnancy. There are other options such as adoption, which would give the child to families willing to raise the child and provide a future for it. That child's future would have been denied by an abortion.
I understand that pregnancy's have complications which can lead to endangerment of the mother. In case of these pregnancies, where the life of the mother in endangered, it may be best to end the pregnancy if there was no chance that the baby would survive in the first place. In this case, it should be up to the mother to choose which option she believes is best. This is the only exception in which abortion should be allowed., , "
"R_2nJcUT2xWJ3pEs5",4,5,5,5,4,5,5,4,4,4,4,4,5,4,5,4,4,5,5,4,5,6,4,5,6,4,4,4,4,5,"Woman",18,"White","1","catholic",1,"elementary education",5,7,"I think it is wrong for the President of Syria to use chemical warfare against him own people. It is not showing that he is a trustworthy leader or even deserving to be a leader. I think the U.S. should action and help the people of Syria. It would be morally write for the U.S to take a leadership role."
"R_0897ok2R0MNGNSt",2,2,4,3,4,5,2,5,4,4,3,6,4,6,1,3,5,6,6,6,4,1,1,1,4,3,2,6,3,5,"Woman",18,"White","1","atheist",7,"Criminology",2,6,"I do not think it is appropriate that Syria is using chemical weapons against their own people, but I do not believe it is the United States concern, and therefore, they should not intervene in foreign affairs such as this situation. I think the United States should let countries that are in that region to deal with the use of chemical weapons in Syria and not the United States. The United State's reaction was rushed and should be thought over with more deliberation. "
"R_0rK4WdyqMC6cHCl",5,5,6,4,5,6,3,4,4,5,5,6,5,5,4,5,5,5,6,6,5,3,4,4,5,3,3,5,4,4,"Man",NA,"Hispanic","1","",8,"",1,2,"I feel that Syria's use of chemical was overly brutal. I also feel like it was somewhat unnecessary. The United States' reaction was justified.  "
"R_cUSHhqjctD9Wm7b",5,4,6,6,6,6,4,2,3,4,6,6,5,5,4,5,6,6,6,6,6,6,4,5,6,1,5,6,5,5,"Woman",18,"Other","1","I am Muslim.",8,"Finance",1,6,"In my opinion, Syria didn't have much of a choice. They couldn't find any other way to defend themselves. It is really hard to be peaceful when some people do not fully understand what terrorism is. Considering different situations all around the world non of the country is innocent. Secondly, i don't support the idea of chemical weapon at all but there are tons of people dying in Syria everyday and they can't even get buried in an appropriate way. Finally, I understand an opinion and worrying of the United States but it needs to help to minor city as Syria. "
"R_8u1EcmXwKbdy8Kh",5,5,6,5,5,6,6,6,6,5,5,6,5,5,6,5,1,1,6,6,1,6,6,5,6,6,6,5,5,6,"Man",20,"White","2","Christian",1,"Wildlife Conservation/ Law Enforcement",8,10,"I think that the United States are handling the situation fairly well. They are using force and that is a good thing in this situation. chemical warfare could be a terrible thing on a large scale, so immediate and stern action is exactly what is needed. Also, saying that our main goal is to rid the syrian government of their president is a good move. It shows that we are not trying to kill all the bad guys but instead try and help the country build itself back up, rightfully. I think that if we are successful (which we will be) in extracting the syrian president, we could find many benefits with the new government that syria might hold."
"R_9Hp8N2QlBPrL6TP",5,2,6,6,6,6,3,4,4,4,3,5,5,2,5,4,6,2,6,4,2,4,4,2,5,2,5,3,4,5,"Woman",19,"White","1","Christian ",4,"elemetrary education ",1,1,"I think that it is crazy that that is the most chemical weapons being used. Also that he is used them against his own people. The United states do not want to be apart of that. Our former presidents did not agree with the mischief ways that he had. The fact that innocent people are being killed is not ok."
"R_23ujAniDh0cykXr",5,4,5,5,5,6,2,2,2,2,2,3,2,1,1,4,4,5,6,6,1,4,3,2,4,1,6,1,1,1,"Woman",19,"White","3","Christian",4,"Political Science",9,10,"I fully disagree with the use of chemical weapons in any conflict.  It is a horrific act of violence and terror that is unparalleled in its heinous nature.  And while I appreciate the diplomatic nature of President Obama's reaction to the Syrian bombings, I have little faith that the President will do anything to stop the attacks.  He has drawn red line after red line without holding Assad responsible for his actions.  Unfortunately, the United Nations has not proven itself either.  The UN drug its feet in the investigation and came back with inconclusive results as to who was responsible while the entire world was in agreement that there was no other individual who could have had access to such a large quantity of these bombs, or who would've chosen to bomb that particular town of Syrian rebels.  The US preaches about the importance of human rights, but lacks the strength or the drive to intervene when it is truly necessary."
"R_6MggdINiZyh5GMl",6,4,6,6,6,6,3,5,5,4,4,5,1,3,1,4,2,1,5,5,5,1,2,1,2,2,4,3,1,1,"Woman",19,NA,"46","None",9,"Socio-Political Communication",8,9,"I am 100% pro-choice when it comes to abortion. I believe that I have no right whatsoever to tell someone what he/she is allowed to do with his/her body. 
I believe that many people are very mislead in terms of what abortion consists of. Many anti-choice ads employ the use of already birthed babies to deter people from considering abortion, while nearly all abortions are completed before the fetus even really takes a baby-like form. For instance, there is a commercial from the American Life League that shows a baby bunny rabbit being put into a blender and insinuated to be ground up. They then compare this to aborting a child, even though that process is often completed by taking a set of medication.
I also think it?s wrong to tell people what they can and can?t do with their bodies. There are so many people who base their abortion concerns off of their religion while completely disregarding the fact that others might not hold those same views. One person may believe that life begins at conception while I believe that life begins at birth, but if that person has more power than me in society, I likely have to follow the rules that they make on the subject. It is an entirely unfair situation to put (mainly) women into and should not be something that the government is concerned with aside from making sure the processes are safe.
, , "
"R_6qZ3BIQkLS9s2XP",3,3,2,2,2,2,1,1,1,1,1,2,2,2,1,6,4,3,6,6,6,5,6,5,6,3,6,6,1,3,"Man",19,"White","1","Agnostic",5,"Music Education - Instrumental",1,1,"I believe that Syria's use of chemical weapons on innocent civilians is wrong, obviously. I think that we, the US, should intervene and eliminate the threat of the use of chemical warfare that could harm innocents, not just US citizens but all innocent people."
"R_6htlAYXDa0E2AtL",4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,4,1,6,4,3,1,6,6,6,6,3,3,3,4,"Man",19,"Mixed","1","Rastafari",1,"Pre-Physical Therapy",6,6,"I think that Syria's use of chemical weapons is unjust, but as far as the US is concerned I think as long as its not a threat to the United States, that we should leave it alone, because it seems like when we concern ourself with other countries, there ends up being some type of terrorist attack."
"R_do5dBLJa2e4XL13",4,5,5,5,5,5,3,6,6,4,2,5,5,5,6,5,2,6,6,5,6,4,6,2,5,5,5,6,6,6,"Woman",19,"White","1","Christian",1,"Accounting",6,7,"I know how much of a tragedy the use of Syrian chemical weapons was on innocent civilians was. I feel awful that such an awful event could happen anywhere in the world. My only issue with the US getting involved is that we have our own problems to deal with right now. I feel that the US has been sticking its nose into others' business for too long now. We have become known as the world's ""watchdog"" in that we are always pestering nations to be more like us or trying to feel like we have to save the world. I agree that the world is a terrible place and lots of foul events happen in it everyday, but I still do not feel that we should be obligated to help everyone every single time something tragic happens. We do not have the political standing right now to involve ourselves in another Middle Eastern issue. We have already ruined enough relationships over there. 
I also took note that the people who were cited in this article were Democrats. I happen to also know that the Republicans were against the involvement of the US over in the Syrian area. While I am a Republican myself, I must stand by the Republicans' decision that we should not involve ourselves in this issue. Another war could be disastrous for our economy and men who offer up their time to fight for this country. I think America has seen enough hardships lately. We have an obligation to fix ourselves before we fix others. I don't feel it's right to say that another demographic is messed up whenever we have our own issues. 
Again, I feel horrible for what has happened in Syria, but America has its own problems to tackle before it tackles everyone else's."
"R_aVRkJzLfud74HAN",5,5,4,5,5,2,4,3,4,5,4,3,5,6,2,4,6,6,5,6,6,6,5,5,6,5,6,5,5,5,"Woman",18,NA,"1","Chrisitian",2,"Undecided",1,2,", , In regards to environmentalism, first off I am an advocate for living in a clean and green place. I think it's so important to recycle in order for the environment to be a cleaner and safer place for everyone. Having a clean earth will benefit and will impact everyone so why not do your part and do what you can to make this world better in efforts of your own enhancement. More people should learn and get involved with helping the environment in a positive way. With the government and they're regulations, I think there should be more laws regarding environmentalism and that they should be strictly enforced. I've seen many signs saying DON'T LITTER OR PAY THE FINE, and right next to that sign I see a bunch of trash.I feel like a lot of people do not realize what could happen if we do not take care of our planet, serious things could evolve that could affect our health and so on. In conclusion, more people should learn and take notice into our environment and what could happen if we don't flourish it. I used to not know much about our environment but now since I took the time in getting knowledgeable on it, all I want to do is help out in making this world brighter.There are so many easy ways to become more sustainable. We are all creatures of habit, and changing our behavior takes some time. Small steps are key, and once you find how easy each is, you will be surprised how quickly you can make a positive difference in protecting our environment for your family and the planet."
"R_0uIktJ2W1FoqlW5",5,5,6,4,4,6,3,4,4,4,4,6,5,5,5,5,5,5,3,4,4,4,4,3,5,5,5,3,4,4,"Man",19,"White","1","Catholic",4,"International Business",3,8,"I think that Syria's use of chemical weapon was a horrible thing and in no way at all was moral. The use of chemical to injure thousands of innocent people, including children and the elderly should be something that should not go unpunished. The U.S. should get involved because countries like Syria do not have the defense the help themselves. I think that the United States' reaction was fitting and I think that we should get involved and try to help this country where these horrific attacks are occurring. However, I do agree with Carter's statements on holding off on complete involvement until the United Nations further investigates it. The article said nothing about other country's involvement on this issue. I think that is important that this is a global issue and not just an issue that only the United States gets involved in. "
"R_9Eof31TQYikSMxn",3,5,5,4,4,6,5,5,5,4,4,5,5,1,2,4,5,5,5,4,3,5,3,2,5,2,5,2,2,3,"Woman",19,"White","1","Luthren",2,"Marketing Management",3,3,"I am unsure about what this article was saying. Learning and reading about current events like this sort, do not interest me in any way. But I disagree with Obama in the way that he assumed that Syria used chemical weapons on their people. "
"R_39RrWUQlZ2QwC7r",4,4,5,4,4,5,3,3,3,3,3,4,4,3,3,5,5,4,4,5,3,5,4,5,5,2,4,3,3,4,"Woman",19,"White","1","Catholic",5,"Nursing",4,7,"I believe that Syria's use of chemical weapons should be punished. It is clearly wrong to use these weapons under any circumstances. There is no excuse to their behavior and they need to be held accountable. I don't believe that it is entirely the United State's responsibility to punish Syria. But  the US is looked at as a major force, so there is some reasonable expectations for our reaction as a country. Weather it is the US or the UN, someone needs to hold Syria accountable for their actions."
"R_8dLC3z2bFchBbF3",5,5,6,5,5,5,4,4,4,4,2,5,4,4,4,4,6,2,4,5,2,4,4,2,4,1,4,2,4,2,"Woman",19,NA,"23","Christian - Methodist",7,"Biology",4,7,", Same-sex marriage should not be an issue, in my opinion. America is a country known for its equality. The American Dream, while possible dead, is based on the equal opportunity for success and happiness provided to all American citizens. Furthermore, the Declaration of Independence eloquently states that all citizens should have the right to ""life, liberty, and the pursuit of happiness."" In my opinion, it is absurd to refuse a couple the right to happiness due to sexuality. Religious difference is a vital component to the broth in the melting pot that is America. It is preposterous for someone to take offense from someone holding a different believe than themselves. Denying the right to marriage for same-sex couples is in the same boat as denying medical care to someone because they are an Atheist. While some would not equate medical coverage to marriage, both play important roles in a person's happiness and well-being and should thus be treated with the same respect, regardless of what one religion may have to say on the matter. This is especially true since marriage provides not only qualitative benefits, but quantitative as well in the form of tax breaks and additional income. It is unjust to deny these rights to same-sex couples and it goes against what America stands for - freedom and equality. My last point is a bit more of a subjective opinion, but is perhaps the strongest. The hypocrisy in many people wanting to deny same-sex marriage stands in the way over half of marriages are treated today. The divorce rate now stands at over 50%. If over half of marriages are being tossed aside, how can our society really consider marriage sacred in the religious sense anymore?, "
"R_8iCANTGPURluqix",4,4,3,4,2,5,4,1,3,4,3,5,4,3,5,5,4,6,6,5,4,6,4,4,5,2,5,5,3,4,"Woman",20,"White","2","lutheran",5,"art education",3,2,"I can see both sides to the reaction of the result of Syria's chemical weapon abuse. It is a horrible and morally wrong thing for a country to do. I believe that the world should unite together to stop any further use of chemical weapons; however, I do not think we should jump into anything right away. This situation needs a lot of communication and time to react accordingly. I have to admit myself that I am not fully aware of everything that is going on because I tend to not watch the news or read any newspaper articles. From what I have read in this article I do believe this is a situation the United States should keep an eye on."
"R_8H6Unq7lYv5x7hz",4,4,5,5,5,5,5,5,5,5,4,6,5,5,3,5,3,1,6,4,1,5,5,4,6,4,4,4,5,3,"Man",18,NA,"16","Chrisitian",3,"Logistics and Supply Chain Management",3,6,", Same sex marriage is a topic that I have mixed feelings over. I can see both sides of this argument and have had the opinion of each side at one point or another. Some people think that marriage should be traditional and kept between a man and a woman. Others think that as long as two people love each other, their is no issue why they should get married. This issue seems to be a hot button topic as more and more states legalize gay marriage. It seems to me that eventually states that are opposed to gay marriage will cave in because it is becoming commonly accepted. It's 2014 and I think people are starting to realize how much time and energy we are wasting by focusing on such a silly issue as to whether or not two people can get married or not. Personally, I don't care, gay marriage doesn't bother me at all. Even if it is illegal, people will still be in relationships regardless. I think we need to move on as a country because there are much greater issues we need to deal with like war, the economy, and climate change. Same sex marriage reminds me of the civil rights movement of the 1960's, we look back see how far we have come since then. I think in the future people will view this issue as a no brainer. So in my opinion, yes, same sex couples should be able to marry. , "
"R_6EiBWDWdCB53qKh",5,5,4,4,5,5,2,3,4,5,3,5,4,3,5,5,2,6,5,5,2,5,4,5,5,4,5,3,4,4,"Man",19,"White","1","Catholic",4,"Undecided",2,6,"I believe that Syria should not be using chemical weapons, but especially not on its own people. If the US is going to respond, which it should if it feels it is necessary, it is important for them to try to make sure they are only attacking the people using the chemical weapons. It wouldn't be fair to the innocent people of Syria if they were attacked and possibly killed by the US who is trying to help them from being attacked by the Assad regime. In this case, the US should only attack places where the Assad regime is based and not into Syria's main cities. If the US decides not to use isolated attacks, but feels a ""red line"" has been crossed, they should instead try to talk to the Syrian regime to decrease their use of chemical weapons."
"R_1HAap6FYvIX4Wah",6,4,5,5,5,5,5,5,6,6,4,5,4,4,6,5,6,3,6,5,5,6,6,4,5,4,6,5,5,5,"Woman",20,"White","2","Christian ",2,"athletic training ",3,2,"I agree more with Bush's opinion of Syria's use of chemical weapons rather than Obama's.  I feel like Syria does not use their chemical weapons for any good.  Killing innocent men, women, and children should not be tolerated. "
"R_bm7BqDS7P2rfpI1",5,5,5,5,5,6,2,2,2,3,2,3,1,2,1,4,6,4,6,3,3,4,4,4,6,3,5,2,3,4,"Woman",27,NA,"42","Athiest",8,"Biology and Psychology",1,1,", , I feel it's extremely important to be very conscious about how the environment, pollution and how we're maintaining a good atmosphere around us. We're the ones who have to live on this Earth. It's like our own body, we must take care of it, nurture it, clean it and so on. Recycling is such an easy task and saves so much pollution from being put into our air, water and other places that we live in and around. It helps animals and humans alike. It provides for better use of materials being able to reuse them again.  

I feel this is necessary because like I mentioned before, we're the ones living here and if the human population feels the need to continue reproducing, then we need to make a conscious effort to maintain this planet for our offspring, as well as teach them good habits to maintain it as well. 

Government regulations are necessary, as well, being that the material we utilize everyday that can be recycled must be sorted. These regulations ensure for the most part that all citizens will make it their duty to assist in the separation of material to ensure it's being recycled properly. This will make the recycling process much more efficient and allow more time to be dedicated elsewhere from the workers that are running the recycling plant. "
"R_8xhPsvXdANKNm4J",5,5,4,3,4,4,4,3,5,2,2,5,2,2,3,2,5,1,2,6,5,6,5,6,6,4,4,5,4,3,"Woman",19,"White","1","Christian",6,"Entertainment Management",4,4,"It reminds me of WWII when Hitler was experiencing with chemical weapons, and scaring the world of a mass destruction. I feel however, now a days, the U.S. reacts quickly to situations such as this, making the people oblivious to the fact that horrible things could be or actually are happening outside of our country that may lead to drastic changes in our everyday life. The U.S. feels the need to protect everyone and everything, so of course when Syria claims to be using chemical weapons, the U.S. is going to step in and say absolutely not, but then here's the thing. Syria isn't going to just simply obey. Now the U.S. will have to have to use force, our military, to stop this. This causes the overall reaction of sadness and anger in the American people, because it means endangering the lives of men and women who fight to keep us free."
"R_e5kYy9x4SWO2gjr",6,6,6,6,6,6,6,6,6,3,2,4,5,3,1,4,4,1,6,4,1,4,5,1,5,5,5,2,6,2,"Man",27,NA,"75",NA,5,"Ex/Mvmt Science",5,5,", , Our household recycles everything possible.  While we aren't perfect, I personally try to get all recycle materials into the right bin.  I'm not a ""green freak"", but I do go out of my way to help reduce my footprint as much as possible.  I like the idea of clean energy.  I think  more of it should be available and used.  Overall, unfortunately, most people are lazy and don't do their part.  It's sad, but true.  I hate to relate it this way, but as a personal trainer and health professional, the idea of laziness is in line with the obesity epidemic.  People won't typically do more than required to survive.  Going above and beyond is a trait found less often amongst our society.  If everyone would pitch in and do their part, perhaps future generations including our kids, grandkids, and their children would have a brighter and healthier future.  I believe tax dollars should be spent to increase overall education regarding these topics.  Education is key to improving the problems we face today.  Many people don't pay attention to their actions and how they effect the rest of us.  Imagine how much pollution would be avoided if just 10% more effort was put in by everyone.  This also leads back to the health discussion.  The obesity, heart disease and diabetes epidemic is completely avoidable.  Two of the leading causes of death in this country could be nearly eradicated if people would simply care.  McDonalds, Taco bell and the like are killing us.  It's easier to find a Big Mac than an apple in our world.  I had a professor that told us he used to visit urban schools to educate the children.  2/3 of the children had never tasted a strawberry.  Imagine never having experienced the wonderful pleasure of a plump strawberry.   "
"R_9B0VmJbs7cD5cep",5,5,5,4,4,6,4,5,5,3,2,4,6,4,6,5,3,2,5,5,2,4,5,3,4,6,5,2,3,6,"Man",20,"White","3","Christian-Assemblies of God",3,"Music Education",4,6,"Following the use of chemical weapons to Syria, the United States should respond. I agree that without full adequate military strength and power, the processes with the intention of stopping the Syrian government from its own actions could fail. However, if nothing is done, this could and will pose problems for the United States in forms such as terrorism, as well as the basic expectations that the United States is held to by other countries. Without proper action, countries that look toward the United States as a protective force may lose faith in its commitments and agenda."
"R_42tetnjcbp8bInX",6,6,6,6,6,6,6,5,5,4,4,5,6,6,6,6,6,5,6,6,2,4,6,3,5,3,6,6,5,4,"Woman",18,NA,"none yet","christian",4,"Undecided",2,8,", , I believe that environmentalism and caring for the environment is very important. It seems dumb to me when people do not recycle because it something that is very simple and easy and it can help a whole lot when it comes to the environment. Our planet is all we have - there is only one Earth, and we need to respect it and care for it, not misuse and abuse it. I also feel that animals are a huge part of the environment and we need to respect and protect them as well. We need to work harder to protect endangered species and even plants for that matter. Clean energy is also very important. Windmills for example are a good idea, but I have read that building and running a windmill can take like 3 life times to actually save money and help make free and clean energy. I believe that government regulations are too strict and that there are too many of them. The government does not need to as involved in our lives as it is and I think that the government should really think more about the environment and less about their paychecks. I feel this way about these things because I feel like in today's society we take everything for granted and think that we own every thing and that we are entitled to all things. This is not true and people need to realize this. Humans need to be less selfish and focus on the bigger picture of things."
"R_cPacScn46CYZykZ",5,6,6,6,4,6,4,5,5,3,2,6,6,5,3,5,6,3,4,5,1,5,5,3,4,2,1,2,4,4,"Man",22,"White","3","None",7,"Biology",4,10,"The use of chemical weapons isn't all that shocking to me. Countries have been disregarding laws outlawing chemical weapons for years. If nothing else they're effective. I think the use of them is an atrocity, but so is bombing, shooting, exploding your civilians. The major thing that makes chemical weapons a more potent threat is that they kill indiscriminately and they leave the infrastructure intact. Which means you can clear an entire neighborhood of people you want, but don't have to rebuild anything. Super powers like the United States should hold a firm standing on chemical weapons, but it doesn't necessarily mean we should go to war any time a chemical weapon is used across the globe. Honestly a pinpoint assassination or regime overthrow could easily be worked without all out war. Let other countries know that if they as a leader use chemical weapons... They will personally be killed. There is a large amount of immorality and gray area there, can we kill a leader and just leave a country? Shouldn't we have to help it rebuild, or else it will get into the same issue all over again? You can't make a country be a better country by will. The people need to want it, and hopefully the US would only have to make a few examples before warlords decided it wasn't the best idea to use chemical weapons.  "
"R_1SKHns8UblyQiP3",6,6,6,6,6,6,4,2,4,2,1,6,6,6,6,6,4,6,4,4,1,4,6,6,6,6,1,6,1,4,"Woman",18,"Other","11","I love God and personal claim Jesus as my lord & Savior. I do not like the Title Christian though.",5,"Information Technology Service Management ",5,7,", , I have never really given too much thought to environmentalism but I guess there is never a wrong time to begin. Well, on the subject of recycling, I never considered it be such a big deal until I arrived at college. Our rooms come with a recycle bin that I never use even when I did have things that needed to be recycled. That was until, one day my friend made the argument that If I can take the steps to throw the garbage in the trash can, then I should be able to put the same amount of energy into putting recyclable items in the recycle bin. I think its important to recycle because it can reduce the amount of plastic bottles and waste that goes into the water supply. I do not think that as a teenage American we take recycling as serious as we should because we have so many different water filtration devices that can remove any waste or toxic things from the water. We we have to remember is that animals do not.   Animals have to live in the water that we dump waste into and they can not leave it without dying. I take this stance and or opinion on recycling because everyone and every living thing deserve the opportunity to live in a clean and safe environment and the only way that is going to happen is if we recycle and keep the land and water clean. "
"R_6fDjsNClIovYHt3",5,4,3,5,5,6,2,3,3,1,2,4,1,1,1,1,1,3,2,2,3,4,2,2,4,2,5,1,1,2,"Man",18,NA,"23","Christian",2,"Political Science",10,10,", , I believe that we as citizens of a community, should take part in protect the environment. It should be part of our own conscience to recycle, avoid littering, and doing other things that are not an inconvenience to us. Although I am against many governmental regulations in most aspects of my political views, I am not against it when it comes to protecting innocent people. I do believe the government has some responsibility to monitor corporations and other entities' output of pollution in to the environment and even set caps where necessary. I do also think some sorts of incentives, or tax cuts, should be available to companies who provide clean energy. Governmental regulations should never be too big or to specific across the board, but it is necessary to have some set of guidelines in place when it involves the health of the population, as well as the plants and animals within it. Additionally, a large reason why people do not recycle enough is because they see no tangible incentive to do so. While recycling should not be required by law, it would be understandable for the government to again offer a small financial incentive, or tax relief, to households and businesses that reach certain thresholds of recycling. The amount, obviously, must not be too much, because that government spending could be used elsewhere.. I also do not think green initiatives or environmental preservation or restoration is the direct responsibility of the government. Their job is to monitor it, not take charge of it. Studies have shown that it takes over $300 million dollars of government spending on the environment to save money. And studies by the same groups have also shown that approximately every $8-9 million of government spending kills one life indirectly. So the government must way the positives and negatives of environmental policies."
"R_06NXSQJwKZrf7sV",4,4,5,6,5,6,4,4,3,5,4,6,4,3,3,5,4,3,5,5,6,4,4,4,5,2,4,3,4,1,"Woman",18,"White","1","Lutheran",5,"Nursing",2,3,"In my own option, I do not believe the use of chemical weapons should be used in any circumstance. The leader of Syria has no right to harm the innocent people of his country, but also the United States should not be butting into everything that happens in other countries unless it effecting the US. We have no power of other countries and they are allowed to do as they please, but if the people in Syria do have a problem with how their government is working, then i believe the US would have the right to step in and help the people."
"R_2nJnaKJXlw286LH",5,4,5,6,6,6,3,3,3,3,1,4,2,2,3,5,2,2,1,3,2,4,1,3,5,4,3,2,2,1,"Woman",18,NA,"3","Christian",4,"Early Childhood Education",4,6,"I feel that children have a right to be brought to term; therefore I don?t believe that abortion is a viable option. They did not make the choice to be created, and therefore should not be punished for a series of bad decisions. However, I do feel contraceptives such as the morning after pill are acceptable. I feel that when the fetus begins to form, it is considered alive, but the first five days that the morning after pill prevents are merely sperm and egg and not actually a life form. These stipulations can account for situations like rape. If the morning after pill is taken then the cells are removed and a baby cannot be conceived. While these are my opinions on abortion that does not mean that I would enforce those beliefs on someone else. I may not think that they have made the correct decision, but I would never think that someone should be imprisoned or punished for making their own decisions. There are also thousands of women who are not fortunate enough to bear a child. By simply removing a child when it could very well go to a family that is doing everything they can to have a family. While abortion sometimes feels like the only option, there often are better alternatives that can provide a healthy life for all of those involved. , , "
"R_b1LdNZhrVRtaR7f",4,4,5,5,4,5,4,4,4,4,4,5,5,5,4,6,4,5,5,4,3,5,6,3,5,5,4,5,4,2,"Woman",18,"White","1","Christian- Lutheran ",6,"Communication Sciences and Disorders",4,4,"This is a complicated situation. I completely agree that something needs to be done about the use of chemical weapons in Syria especially if it exceeded the ""red line"" that the United States set. However it is tricky because getting involved in Syria can cause other complications. If we do not get involved however, Syria may continue to use chemical weapons to hurt innocent civilians because they weren't punished by the United States. In my opinion, I agree that before taking action the United States should go to the United Nations and together as a whole the United Nations should take action against Syria. Going in alone could cause problems, but having the entire United Nations as back up is much safer and smarter. "
"R_4OXJJnuRj8iA4kt",5,5,6,6,6,6,3,1,2,1,1,6,1,4,1,6,6,6,5,5,1,6,3,4,5,1,6,1,1,1,"Woman",19,NA,"7","Christian",7,"History Education",1,4,", To me, Same-sex marriage is perfectly okay. I am not, however, someone who would do that, but it is none of my business if someone wants to. I believe that people fall in love automatically. Love is something that happens naturally, and does not happen by choice. Same-sex relations dates back all the way to ancient Sparta. I understand though that the nature of humanity is supposed to be between a man and woman only to reproduce and keep the population growing, but if someone feels another way they should be able to do whatever they want. I am a Christian, but I do not believe that same-sex couples are sinning. I believe love should be between anyone who is in love. Christians are shown in this world that people of same-sex marriage are sinning, and it is wrong. Although I do believe in God, I do not believe everything that organized religion has to say. It is ridiculous that people frown upon people for being different. Homosexuals are obviously like from birth, in my opinion, it is not a learned thing, it just happens. People just fall in love. I have never felt the need to be with another woman, but I would most definitely stand up for same-sex couples to keep the gay rights movement going until people are free to marry whoever they want.  , "
"R_6rIvRmipJpgkCDX",3,3,3,3,2,2,3,2,2,1,2,2,3,2,3,5,4,5,4,4,4,6,5,5,6,5,6,3,4,4,"Man",18,NA,"0","Christian",2,"Computer Information Systems",7,8,", , I think it is our choice whether we want to participate in these activities.  The government can enforce these, and put regulations on them all day, but ultimately it is my choice to partake.  Obviously recycling is good for the environment, and we should probably participate in recycling, but it's my choice to do so.  If I want to throw my coke bottle away in the trash instead of recycling, that is my choice.  It shouldn't but a forced act, but rather something that is an alternative to the act of throwing something in the trash.  It isn't required to recycle anything, so it is still my choice.   
The government should play a role in clean energy because if they don't, carbon emission will continue to rise until the atmosphere is gone, and global warming affects more than just the poles.  The amount of carbon emissions should be regulated, as it is, and should continue to be regulated.                                                                                                                                                                                  
                                                                                                                                                                                                             "
