Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q1,Q24,Q25,Q26,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q10,Q11,Q12,Q13,Q14,Q15_1,Q23,Q16,Q17,Q18
1405,1,9/27/14 16:46,R_1OeXFuuA3hbyRG5,,,,,,,2,,"I accept same-sex marriage. I deem that same-sex marriage equal to the original marriage between man and woman. If two people are in love and want to spend the rest of their life together, who am I to tell them that they are not allowed? Love, is the same between a man and woman, man and man, or woman and woman. It is their choice if they want to commit the rest of their life to someone. People choose to stay single, why can't someone choice to commit to the same sex? No matter what you do in life his or her will always be someone who thinks it is wrong. If you want to love the same- sex, go for it. I believe that everyone should do what makes him or her happy. If marrying someone that is the same-sex as you make someone happy, then I believe they should have the right to marry him or her. Although, some may not believe in same-sex marriage because of their religious beliefs, doesn't mean that everyone has those same religious beliefs. If you don't believe in same-sex marriage that is fine, but I don't understand why people have to deny other people happiness. People just want to know that if something would happen to their significant other that they would be recognized as their life partner. Just like anyone in this world we want to be loved by the people we love. ",,5,5,5,5,5,5,4,4,5,3,4,4,2,1,2,5,3,5,6,5,5,5,5,4,4,4,5,1,2,1,2,18,8,14,Undecided ,7,3,Nursing,4,4
1379,1,9/27/14 17:24,R_djnKh2u6v3EWxnv,,,,,,,2,"Human life is sacred. One may believe in God or one may not, irregardless, LIFE is not something that would should take lightly. What if WE would have been aborted? It doesn't matter what stage the baby is in. A baby is a baby, no matter how small. It is completely unnecessary especially when adoption is possible. Many women and men are unable to have babies due to fertility reasons, and they are longing for a baby to adopt. I feel that nine months of inconvenience for a mother is completely worth a LIFETIME of existence for another human being. There are so many stories and studies done that show women who do have abortions suffer! They think there problems will all go away and they are so, so deceived. They usually regret the decision the next day. And then they suffer from anxiety, guilt, and depression. Some of them even have health complications. They think it will make their relationships and jobs better and it is not true. There are plenty of support centers that women can go to and get FREE help. The Pregnancy Care Center is one good example. So if the mom is having any financial trouble or simply needs help finding jobs, they can help women do that. They also have parenting classes for moms and dads! Did I mention it was FREE!? I understand that women may not want to have the baby for whatever reason, but the greater good of the baby being born outweighs the baby being aborted. It is absolute murder when a baby is aborted! Human life is human life. No matter what stage it is in. Is it okay to murder the elderly once they hit a certain age? Because that same logic could be applied if so! And how disgusting is that? ",,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,1,6,1,1,3,3,5,1,3,6,6,6,2,27,8,67,Christian,6,3,Nutrititon ,6,9
744,1,9/27/14 20:02,R_cYpNMRNg1nM5N1b,,,,,,,2,,,"I believe that environmentalism is important in our society today for preserving the Earth for our children and grandchildren to grow up in the same air that we grew up in, without constant worry and concern of pollution and further illnesses due to pollution and not having regulations on these things. I would like for my kids to grow up knowing that they live in a clean earth that is not contaminated by an industry careless and/ or clueless about the future of not only the United States of America, but also the entire world that we live in. It is crucial that we get a handle on environmentalism right now while we still have a chance to make the changes that need to be made. I can see where people would think that these things are unimportant and useless, however I do not agree with them on this issue. I think that the majority believes it is not an issue because they are not planning for our future generations that are in need of the same opportunity to live here as we are and were. I think if we could have gotten a handle on things a lot sooner--50 or more years ago-- things wouldn't be such a scramble to reverse the damage that has been done. I am happy with the direction things are going and the movements done by so many individuals to correct the past ignorance of our environment.",6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,2,3,5,5,2,6,6,3,6,3,6,4,4,6,2,19,8,27,Christian,2,2,History- Education,7,9
1580,1,9/27/14 23:02,R_eyXhLv6QL0RVtPL,,,,,,,2,,"Same-sex marriage is a controversial topic and everyone has a slightly different perspective on the matter. I personally do not have a problem with same-sex marriage. I think if two people are happy together, then they should be allowed to marry regardless of sex. It is unfair for two people of the same sex to be denied the opportunity to make a life long commitment to one another as done in heterozygous couples. Same-sex marriage does no harm to anyone in particular, and therefore it should not matter to anyone besides those engaging in the same sex marriage. Saying this, I do not particularly enjoy seeing people of the same sex engaging in public displays of affection, but for that matter, I don?t enjoy it with two opposite sexes either. Not allowing same-sex marriage is against human?s civil rights and is discrimination. I come from a religious background, and I was taught that marriage is between a man and a woman, but with the bible I was also taught to love my neighbors as myself. I believe we should stop being so judgmental towards people and allow them to live as they please if no harm is being done. Most gay people don?t choose to be gay, and we should accept people for the way they are and allow everyone the chance at happiness. ",,4,4,5,5,5,6,5,5,4,4,4,4,5,3,6,5,6,5,5,5,3,5,4,4,5,4,5,4,4,5,1,20,8,1,Christian - Lutheran,5,2,Cell and Molecular Biology,3,4
889,1,9/28/14 1:21,R_dnvQ7DIzWIcTYwd,,,,,,,2,,,"In today's world, many people are taking the route to go ""green"" and save the environment. This a huge undertaking for many reasons including the number of people that are participating and where all of these resources actually go and end up. One important feature to maintaining an clean environment is recycling. Recycling is everywhere now if its at a local restaurant, school, or public building. Many companies around the world have implemented themselves in reusing resources that we produce and consume in everyday life. Clean energy is making the world not just a cleaner place to live in but also a safer place. With solar panels, we are not having to use of coal and gasoline as much, which can cause pollution. I am not aware of the government regulations on environmentalism, but what I do know is that if everyone takes the time to put a soda can into the recycle bin instead of the trash can or people decide to ride their bikes to work than drive their car, it only helps the environment out a little each day, making our world a safer place for future generations that will soon enter this world. The government should make it mandatory to recycle everywhere around the United States so our prospering country will be a clean as possible. A suggestion might be putting a recycle bin in every home around the country. Gas wise, it is very difficult right now to force people to drive electric cars with the prices these days, but maybe send out a message stating that citizens should walk and ride bikes more to save pollution a bit a time.",2,2,2,2,2,3,3,1,1,1,1,2,1,1,1,2,6,6,6,6,5,4,4,4,5,4,5,5,5,5,1,19,8,0,methodist,6,1,communication,5,5
1468,1,9/28/14 13:21,R_cGbCjZsjCEsj9wV,,,,,,,2,,"I believe that there should be no debate over whether same-sex marriage should be allowed or not. Every person should have the right to marry the person that they love and be able to share possessions and everything else that heterosexual couples share. The fact that the government is regulating who can get married and who can't is kind of disgusting. Marriage is kind of religious, and therefore should not be a matter of the government. Also, I don't understand why people feel the need to interfere in other people's live, by allowing gay marriage it isn't hurting anybody. Marriages cost a lot of money as well, so getting that money into circulation helps the economy and also helps out all of the businesses that are associated with weddings. Adopting children is also easier when a person is married because then the adoption agency will see that the couple is really committed and the child has a better chance of living in a good home. The reason for my stance on this topic is that I have many gay friends and I know that if I ever wanted to marry somebody and they happened to be the same gender as me, than I would want that right. I also have an aunt that was bisexual and if she would have continued on dating her girlfriend, than I would have wanted them to have the right to be able to get married. ",,4,5,5,4,5,6,4,4,4,4,5,5,4,4,2,5,4,4,6,5,4,3,3,1,5,1,3,4,3,2,2,18,8,15,Spiritualistic ,7,3,Nursing,5,5
426,1,9/28/14 20:04,R_6KEyjcCwio5lLXn,,,,,,,2,abortion is wrong and there needs to be a law that makes it illegal.Many people think abortion is ok but I think it is a minor case of murder. a person that willingly kills another human should be put in jail. if you don't want a kid then you shouldn't have sex its as simple as that. some think abortion should be a personal decision but in my mind it is completely wrong to decide to kill a human being.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,,,4,3,2,4,3,4,3,5,4,3,3,3,4,3,4,3,3,4,3,4,4,3,3,4,3,4,4,3,4,3,1,19,8,3,catholic,9,3,undecided,2,2
538,1,9/28/14 20:07,R_72tysIvR6Rrbm97,,,,,,,2,,,I personally recycle right now in college. if you dont recycle then you are just making the earth a dirty place for us to live and nobody wants to live in a bunch of crap. if we go around and throw all are trash in the streets and not recycle then the streets will get full of trash and we would run out of resources at some point.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,3,4,3,4,4,4,4,3,3,4,4,3,4,4,4,4,4,3,5,5,4,4,4,4,3,3,4,3,5,5,1,19,8,3,christian ,4,2,zoology ,8,10
676,1,9/28/14 20:45,R_8GkqFE9s1dPs3lP,,,,,,,2,"My attitude on abortion is that it is never the right thing to do. It is considered murder in my eyes. I dont think that people should be able to do that. I think that it is your fault you got pregnant in the first place. You should have to deal with the consequences. But if it is not your fault you got pregnant as in like if you got raped or something I think you should still have the child and give it to an adoption agency if you still do not want it after you had it.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ",,,3,4,3,3,5,4,5,3,4,4,4,3,5,4,4,4,3,5,4,3,4,3,5,4,3,3,4,4,4,3,1,18,8,0,Baptist,5,3,Undecided,10,10
1221,1,9/28/14 20:47,R_559V56PXg2cCbGt,,,,,,,2,,"I am against same-sex marriages, due to the fact that I am a Christian. I believe that marriage is between a woman and a man, just as God intended it to be.  I do not feel that it is right, or natural, to have sexual relations with someone of the same sex.  God condemns homosexuality, and as a Christian, I believe that as well.  That being said, I believe that God does not condemn the person who identifies as a homosexual, only the actual sin of homosexuality.  The sin of homosexuality is a classic example of the phrase, ""hate the sin, not the sinner.""  I can dislike the lifestyle that a homosexual chooses, but that does not necessarily mean that I dislike the individual.I feel that by allowing same-sex marriages to occur, we are teaching people that nature doesn't matter, and that the way humans are made is something as insignificant as a speck of dust. Anatomically speaking, a male has his designated sex organs for a reason--to reproduce with a woman.  Men and women are made to fit together. If they weren't, God would not have made them this way.I applaud people who are trying to legalize same-sex marriage,s for standing up for their beliefs. This is me standing up for mine.  Everyone has a right to their own opinion.  I just happen to disagree with same-sex marriages.",,5,4,6,4,5,5,4,5,3,3,4,3,3,3,4,5,4,3,3,3,2,4,3,5,5,3,4,5,1,4,2,19,8,3,Christian,3,2,Accounting,3,5
1173,1,9/29/14 10:22,R_ei0dVux5WrQ6di5,,,,,,,2,,,"In HS, I was the leader of a recycling club for ROTC.  I'm from California and if you don't recycle there, you get fined, so I grew up recycling.  My parents moved to Indiana and still recycle, so recycling has been apart of my life forever.  I love animals and I'm a vegetarian, so I like helping them in any way that I can and I know recycling helps save lives.  I wish that our government was more environmentally friendly and that as a country we could work harder on solar power energy and wind energy.  I would not say I'm an environmental activist, but when possible I recycle.  I love that Missouri State's campus now has many trash/ recycling receptacles placed all over.  It's especially helpful in the PSU and right outside of class rooms. Honestly, I don't see why more people don't recycle or even make an effort to, it helps the environment and in turn helps us.  Another reason to recycle is to reduce landfills and save energy.  Also, global warming is becoming a huge issue.  A lot of people still don't believe global warming is real or they just don't want to see it because it would mean that they would have to make changes in their daily life.  Large cities like San Diego, New York, Hong Kong, and Tokyo have extremely high pollution rates and this could be due to not recycling or being environmentally conscious.  Pollution is bad for the environment, animals, and people.  ",5,2,5,5,5,6,4,4,3,3,4,5,4,2,5,4,6,5,6,4,2,2,3,3,4,4,5,4,5,2,2,20,8,75,Christian...ish,8,1,Biology,3,3
1570,1,9/29/14 12:07,R_6Vx0H2puKF45AGh,,,,,,,2,,"I believe that marriage was made for a man and a woman. I believe that no one should be discriminated against for their choices but I do not believe that same-sex marriages should be allowed. Our country was founded on Christian beliefs and I think it should not stray from those beliefs. I don't think that everyone should have to be a Christian, but I think our country's foundations should stay the same. Same-sex relationships cannot be prevented and they should be free to partake in those relationships but they should not force their relationships on us just as heterosexuals should not force their relationships on homosexuals. The homosexuals tend to get made fun of and I think that is wrong. All people were created equally and should be treated equally. They shouldn't change the rules just because someone wants a change. If we did that, the Constitution would have changed so much more and we would have much more than 27 amendments. My reasons come from my Christianity. I would not force my beliefs on anyone. Homosexuals should not force their beliefs or relationships on anyone either. I have homosexual friends and would attend their weddings if they had them, but I do not support their decisions. ",,5,5,5,5,6,5,3,5,4,5,4,4,5,5,6,5,4,6,5,4,1,4,6,4,6,5,5,5,5,5,2,19,8,33,Christian- Non denomination ,3,2,Pre- Nursing,5,6
992,1,9/29/14 15:44,R_b7we66kL9Qhg8T3,,,,,,,2,"I was raised in the Catholic Church and had 12 years of private education. With that being said, yes, I am pro-life. I think abortion is murder and as everyone knows, murder is illegal. No matter how early on in the pregnancy that fetus is still human. There are no if's, and's, or but's about it. It is plain wrong to kill a defenseless life. At the same time, I understand why abortion is as widespread as it is. I understand that at the age of 16 a young girl doesn't want a baby, can't take care of a baby, that a baby will give her a bad reputation, and so on. The thing I don't understand is how you can find it in yourself to murder a baby. After hearing from many speakers about abortion, many of whom had an abortion or survived an abortion, the emotional toll on that women is unbearable. I have participated in the Pro-Life March in Washington, D.C. two times. I can honestly say that seeing all of the people supporting the Pro-Life movement is breathtaking. There are so many people who see the wrong in abortion, but for some reason our leaders do not. To end, my favorite quote about abortion is from Ronald Reagan. He says, ""I've noticed that everyone who is for abortion has already been born.""",,,4,4,5,5,5,5,5,4,4,5,4,6,5,5,4,5,2,5,6,5,3,5,2,4,5,4,5,4,5,5,2,18,8,18,Catholic,4,2,Accounting,2,2
1199,1,9/29/14 16:21,R_djspsdLREg7sxQp,,,,,,,2,,,"I believe that environmentalism is important because it can help stop pollution which can also decrease health issues within the world. By recycling, we eliminate a few factors which are a) no plastic ending up in the ocean and fish accidently eat it and die b) the amount of trees that are being cut down will decrease. Clean energy is health and cost effective. It will not cause people to have an increased risks of respiratory issues (i.e. asthma). Clean energy will also save on money. A person's electric bill and gas bill may cost $600. By using energy efficient appliances (i.e washers, dryers, dish washers), one can cut the cost of their bill. People will like to save money anywhere they can. For energy efficient appliances, an excellent brand to use is Energy Star. Governmental regulations I feel are not strict enough. You will see signs saying ""No littering or pay a fine and/or 1 year in jail"" when driving down the street but people are still going to litter. I have been in areas where there was a ""No Littering"" sign and people did not care; they just threw their trash on the ground as if it were a trashcan. I asked myself ""could they have just waited until there was a trashcan near?"" ",6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,6,6,6,4,5,3,4,3,2,6,1,5,2,18,2,,Christianity,5,1,Nursing,1,4
1005,1,9/29/14 16:56,R_enYG1prkxwY9Wnj,,,,,,,2,,"In my opinion, I do not believe that homosexuality is natural. I feel uncomfortable in the presence of same-sex couples, but we all have our own sins. I also do not think that people should be judged based off of who they decide to marry. It may be more something that is looked down upon because it is so easy to see on the outside, but it is just one of many sins that people struggle with. Just because someone may love another from the same sex, it does not mean they are an awful person. I think I feel uncomfortable about the idea because of the backlash from my community. Same-sex marriage is really looked down upon in my circle, but I still do not think a person should be judged based off of one sin. Another contributing factor for my attitudes on same-sex marriage would come from the state I am from. Down in the south, homosexuality is frowned upon while I think it is more acceptable the further north and west you go. When I think back to middle school, there was a boy that everyone accused of being homosexual because of the way he dressed and talk. The more I relive that, the more disgusting of an act I see it as. He was bullied to the extreme and he eventually had to change schools. He handled it well and is now going to college back home and has a good paying job. An experience like that could have really messed a kid up for a lifetime. I am unsure if homosexuality will ever be tolerated fully, but I do think it is growing which is sad to me. I personally think it is a ploy for attention and it is not something you are born with, but at the same time who am I to say that?",,5,4,5,5,5,5,5,4,5,2,2,4,3,2,6,6,4,2,3,3,2,5,2,6,4,4,6,6,4,6,1,19,8,32,Christian,1,2,Finance,7,7
706,1,9/29/14 17:08,R_9AXBusi7syuOaiN,,,,,,,2,I believe that abortion is wrong. It is the killing of innocent lives. The fetus is considered a human being and should have the same rights as any other human being. This includes the right to live. I am a lutheran christian and my religion is strongly against abortion. Abortion should be against the law and anyone who has one should be tried for murder. Many people do not consider a person to be be alive until it is born. I believe that a person is alive from the beginning of conception. Therefore having an abortion would be killing a your on child. I don't believe anyone should be able to kill there own child. You shall not kill is a commandment from go and I'm pretty sure that there is a law somewhere that says you cannot murder another person. For these reasons and other I am against abortion and believe that it shouldn't be legal and anyone that has an abortion and does not repent for there sins will not go to heaven. This has been a sensitive subject for many years and in this country it has become common to accept women getting abortions. I think this is wrong. People say that a women should have the right to do what she wants with her body. That is true but it isn't her body she is killing it is the body of an innocent child.,,,4,6,5,5,5,6,2,5,6,5,1,4,6,5,6,5,3,1,6,6,3,5,5,2,4,6,5,3,5,4,1,29,8,128,christian,4,2,CIS,3,3
2004,1,9/29/14 18:23,R_1MKT4dhmJM5tjSZ,,,,,,,2,,,"I believe that taking care of your environment is important for a few reasons.  First being that recycling and reusing items cuts down on harmful waste that would go into the landfill.  These landfills Emit harmful gases that affect the environment, not to mention they take up copious amounts of land that could be used elsewhere.  Also, recycling cuts down on the need for our raw materials such as (coal, trees, etc.).   Eventually our nonrenewable resources will be depleted.  Trees provide oxygen for humans, with out that we can not survive.  Lastly, the use of clean energy and recycling may save you money in the long run.  Setting up your home with solar panels is very expensive initially; however, the cost quickly pays for its self when you are able to breeze through months without paying an electric bill.  It's important to note that recycling not only helps out the environment, but your pocket, too.  Landfills are regulated by the United States government.  If a states landfill surpasses the set limitations, they will enforce a tax that is pushed onto the citizens of that state.  So, less waste equals more money.   All of that being said, trash helps create jobs.  Men and women who pick up trash/ drive garbage trucks or work in the landfill make a living off of others trash.  ",6,6,6,6,6,6,4,5,5,4,6,6,5,5,1,6,6,4,6,5,4,5,4,4,5,1,3,6,1,1,2,18,8,0,Agnostic,9,1,Human Resources,3,4
998,1,9/29/14 18:39,R_1RnBAP4IHlBhust,,,,,,,2,,"Same sex marriage has never been an issue in my eyes. I'm a straight 18 year old male (I know this was not asked for but I feel it is important to know). Marriage is ultimately about love. My parents have always told me I should marry someone who I?m attracted to, but who is also my best friend. I feel that?s all same sex marriage is. It is parallel to any other marriage. Gay people have never been rude to me in any way for being straight. They have never come up to me and made fun of me for any reason actually. In general they are quite fun and pleasant and polite. Anyone who has serious issues with same sex marriage has some sort of self-confidence issues of their own, I think. There is a lot of argument that supposedly says the bible states gay marriage isn?t right. Well when the last time was the bible was edited, eh? I strongly believe that the rules of the game may be changed if Jesus and the twelve disciples came back here and saw that gay people really weren?t bad people at all. God will not hate anybody who is gay because being gay isn?t harming another creation of his. It just is simply what it is. And I believe people who are gay are born that way. They really cannot help it and it is not their fault. It?s not anyone?s fault. ",,5,5,5,5,5,5,2,4,4,3,1,3,5,2,4,4,4,4,5,4,4,3,4,2,5,4,4,2,2,3,1,18,8,taking 14 this semester,non denominational,5,3,Music Education,1,1
913,1,9/29/14 19:22,R_3Jd6TBsFXwU2Ps1,,,,,,,2,,,"Environmentalism is important to me, but I do not spend enough time or try hard enough to prove this. Keeping the environment clean should be high on my priority list but because it is not directly affecting me at this very moment it does not strike me as something i need to pay more attention to, which is wrong. I should be thinking more about others and the future of the earth if we do not think about environmentalism right now. Recycling is very important to me because I hate to waste. When you waste full plates of food or continue to by everything new it just makes our community/where we live seem more spoiled and selfish. People around the world have little to nothing and here we are wasting. I do not know much on clean energy so I can not speak as to weather or not I am a strong believer for it or against it. Having a clean environment is important for many reasons. One reason being that having a clean environment is much more sanitary and keeps people from getting sick and or injured. Another reason that having a clean environment is important is for image. Walking around with garbage left and right is not the kind of place that I would want to live and be around. All together environmentalism is important to me and I need to start doing more to help keep the earth clean and healthy. ",5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,3,3,3,3,3,4,4,4,5,5,5,5,5,5,2,18,8,10,baptist,5,2,Public Relations,3,5
916,1,9/29/14 19:44,R_9SwZQCmCiR58AjH,,,,,,,2,,"Same-sex marriage is a very controversial topic. Many people believe that it is completely wrong because marriage is supposed to be between a man and a woman. Others don?t really see a problem with same-sex marriage because the two people are together because they love each other. They can?t help why they feel the way they do. In my own personal opinion, I am indifferent. I grew up in a Catholic family which tells me that I should be completely against it because it is a sin to have sex without the intent of having a child. While I am not completely for same-sex marriage I do not judge two people of the same sex for being together and loving each other. This is their own personal choice or feeling and I should not have a say in how they decide and wish to live their life. I have family members who are in same-sex marriages and I do not judge them for being together. It does not even seem different for me anymore. I still love them both the same as I would if they were in heterosexual relationships. They have been together for so long that it just seems normal. I could not picture it any other way. While I may not exactly support their relationship, I do not look down on them because of their lifestyle. If they are happy that is what matters. If my own child were to be in a same-sex marriage, I think I would have a very difficult time accepting it at first, but after a while it would just be fine. I would want everyone to be happy and if that mean they marry someone of the same sex, then that is what it takes. ",,5,5,5,5,5,5,6,4,5,5,4,5,4,3,3,5,6,5,5,5,4,4,5,5,6,3,5,4,3,6,2,18,8,28,Catholic,4,2,Early Childhood Education,2,2
4036,1,9/29/14 19:45,R_1T7ILgMRKZNTzRH,,,,,,,2,"I believe that abortion should not be allowed because I believe that children are living human beings from the moment of conception.  Babies develop working organs very early in development and have control over their actions, such as kicking in the womb, just as an adult human does.  Killing a fetus is the equivalent of murdering any other human being. Also, it is ending the life of the potential child without the consent of the child.  This is the equivalent of somebody standing trial for the death sentence with tape over the mouth of the defendant, unable to give his or her input in the matter.  Minus the less controllable situations involving rape, the mother and father of a potential child should not be having sex if they are not ready to take on the responsibilities of a child.  No child should ever have to pay for the consequences of ignorant parents that can not save their physical pleasures until marriage.  In situations involving rape, the child still deserves a chance to live, even if that means being adopted.  Even though adoption may seem like a cruel solution by creating isolation from his or her parents, I guarantee adopted children would choose to be adopted rather than killed in the womb. My roommate, for instance, is adopted and said he is perfectly content with his adoptive parents and doesn't even see the need to try to find his biological parents.  We should learn to take into consideration the factors of life over the minor strains associated with raising a child.",,,4,2,4,5,4,6,6,6,6,6,5,4,5,5,6,5,6,2,6,4,2,5,5,6,6,4,3,6,3,6,1,18,8,26,Christian,2,2,Biology,2,7
1131,1,9/29/14 22:53,R_72PXlgdPkVdQ7iZ,,,,,,,2,,I am for  same-sex marriage. I feel that people should be able to live their life the way they wish to as long as they are not harming others. I do not think two men or two women being married does any damage to the people around them. I personally would not choose this path for myself but i do not think that means i should tell others they cannot live their lives that way. I want people to be happy and if that is what makes them happy then support them in that decision. I believe in gender equality. I think men and women should be equal and not be stereotyped. I feel as if same-sex marriage can go along with that concept. If both men and women are equal then who is to say men have to marry women? Men can marry other men or women can marry other women and their marriage has just as much potential as a heterosexual marriage. I do believe that marriage is a union centered around love. It is something that humans aspire for. I  believe in love. I believe that two people of any gender can fall in love. They deserve to be able to marry each other no matter the circumstance. As i said before as long as they are not harming others it should be acceptable. Why should two men or to women who love each other be unable to marry? They could love each other just as much as any heterosexual couple but they cant have the same rewards? That is not fair. Anybody in the world should be given the opportunity to follow their dreams and be happy. If gay marriage is what makes them happy then they should be aloud to do so. ,,5,5,5,6,5,5,4,5,4,4,2,5,1,1,1,6,2,3,4,4,2,4,5,5,1,3,3,2,4,1,2,18,8,12,undecided,7,3,communications,2,3
991,1,9/30/14 10:01,R_eahO8PBHKaYGoUB,,,,,,,2,"I believe that abortion should be a choice. One can't force anyone to have a child that they don't want. It is her body and she should have the choice to do with it as she pleases. However, if the man wants the child I believe she should be forced to have it. He helped make the child so he should also get a say in whether or not she has it, but he should not get final say if she is extremely opposed to having it. I believe this because I dislike the way the Catholic church views abortion as a sin, I wouldn't go so far as to say that. Its a choice, it should be treated like one. I also believe that people should not have them unless they really need to. If it will endanger the woman for having it, then she should not have it. If she was raped, then I believe she shouldn't have to have the rape baby. However, I know that most do choose to have the child anyway.  I believe that if you have unprotected sex you should be able to assume the responsibility to have the child that you created. You should be able to take responsibility for what you created. If you think you are responsible enough to have sex, you should be responsible enough to take care of what you created. It makes sense that way. ",,,5,4,5,4,6,6,2,5,4,5,2,5,5,2,2,4,4,3,4,4,3,4,4,4,5,5,5,3,4,2,2,18,8,2,Christian,6,2,Marketing ,3,5
1459,1,9/30/14 11:53,R_aVLgqMWhURItVQh,,,,,,,2,,,"My attitude towards recycling, clean energy, and governmental regulations is that they are all good ideas but it is something I need to pay more attention to. I try to recycle when I can but I do not make it a high priority or even a priority. The school has trash cans and they have recycling bins too. My roommates and friends use the recycling bins often but I never think about it. If I am in the hall way or something that has a recycle bin around then I will probably throw plastic in the plastic bin but if the trash can is closer than then the recycle bin,  I will most likely use the trash can instead. I do not really think about it as being a big deal because I am use to throwing things away but I know other people do and wouldn?t be very happy with me. Clean Energy is important because sooner or later we are going to run out of the things we use for energy now. Using those tall white windmills that spin when the wind is blowing is a good idea because there will always be wind and we are not harming anything by making a windmill spin. Also the solar panels are good too. If they were not so expensive and they were more affordable I feel like more people would buy them and use them instead of the normal ways everyone gets electricity. ",4,6,5,3,3,4,4,3,4,5,5,4,3,3,4,4,4,3,3,3,4,1,4,2,5,5,5,5,4,4,2,19,8,4,Christian ,5,3,Child and Family Development ,4,6
1963,1,9/30/14 12:36,R_6seZkC04mjGImDr,,,,,,,2,,"I do not think same-sex marriage is wrong. It is no different than a heterosexual marriage. I do not think someone should be told who or who they cannot love. I do realize most of the laws made were religious based however if there should be a separation between church and state, states should not define marriage ""between a man and a woman"". Honestly I am not quite sure why people care so much on the topic. Why does it matter to you what other people do sexually or who they decide to love. I truly believe that people are born gay. Even with toddlers you can see more ""feminine"" traits or such. On the religious side of the topic I do not think same-sex relationships are an abomination. If you are the type of person that believes God does everything for a reason then wouldn't that mean that God made that person gay? There was actually a study in mountain voles where they are monogamous, they normally have one mate their entire lives. Well once a specific receptor in the brain was blocked they became very promiscuous and even courted voles of the same sex. So can that be said about humans as well? If that is true than what is the difference between homosexuality and say down syndrome or even depression. But the public and religious groups have made such a big deal about the idea of giving same-sex couples the same ""benefits"" of a man-woman couple such a controversy nothing can be researched or questioned about the topic. It seems that you are either for or against it. There is no grey area. However in the real world there is a grey area. A pretty damn big one actually. But people are too absorbed in their homophobia to consider the other answers. ",,5,2,4,4,4,4,5,4,5,5,5,3,3,3,3,4,5,4,4,6,3,4,3,3,4,3,4,3,3,3,2,18,8,16,Christian,3,2,Psychology,7,9
